Protein,NAME,BINCODE,mean,V1,V2,V3,V4,V5,V6,V7,mult_assignment
eucgr.k01317.1.p,"'cell.division', 'development.unspecified'","_31.2_, _33.99_",0.228400181250481,'cell.division', 'development.unspecified',NA,NA,NA,NA,NA,_31.2_
eucgr.k02073.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",0.447837125027964,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA,_1.3.6_
eucgr.k02110.2.p,"'protein.folding', 'cell.cycle.peptidylprolyl isomerase'","_29.6_, _31.3.1_",1.05489160725701,'protein.folding', 'cell.cycle.peptidylprolyl isomerase',NA,NA,NA,NA,NA,_29.6_
eucgr.k02304.1.p,"'protein.synthesis.initiation', 'development.unspecified'","_29.2.3_, _33.99_",1.10766628854898,'protein.synthesis.initiation', 'development.unspecified',NA,NA,NA,NA,NA,_29.2.3_
eucgr.k02308.1.p,"'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator'","_27.3.50_, _27.3.67_",0.446237326720328,'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator',NA,NA,NA,NA,NA,_27.3.50_
eucgr.k02707.1.p,"'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.E1'","_29.5.11_, _29.5.11.2_",0.0823581368068661,'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.E1',NA,NA,NA,NA,NA,_29.5.11_
eucgr.k02799.2.p,"'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'","_29.7.5_, _29.7.8_",0.135963228047876,'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)',NA,_29.7.5_
eucgr.k03563.2.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",2.99141720610076,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA,_3.1.1.1_
eucgr.k03601.3.p,"'amino acid metabolism.degradation.branched chain group.shared', 'amino acid metabolism.degradation.branched chain group.isoleucine'","_13.2.4.1_, _13.2.4.5_",0.156884535635006,'amino acid metabolism.degradation.branched chain group.shared', 'amino acid metabolism.degradation.branched chain group.isoleucine',NA,NA,NA,NA,NA,_13.2.4.1_
eucgr.l00994.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.150136910787887,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA,_17.4.1_
eucgr.l01476.1.p,"'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'","_29.7.5_, _29.7.8_",0.120033583726349,'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)',NA,_29.7.5_
eucgr.l01804.1.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",0.149398543304199,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA,_3.1.1.1_
eucgr.l02144.1.p,"'DNA.synthesis/chromatin structure.histone.core.H2A', 'DNA.synthesis/chromatin structure.histone.core.H2B'","_28.1.3.2.1_, _28.1.3.2.2_",10.9801681697806,'DNA.synthesis/chromatin structure.histone.core.H2A', 'DNA.synthesis/chromatin structure.histone.core.H2B',NA,NA,NA,NA,NA,_28.1.3.2.1_
eucgr.l02505.1.p,"'stress.biotic', 'stress.biotic.PR-proteins'","_20.1_, _20.1.7_",0.683245129796965,'stress.biotic', 'stress.biotic.PR-proteins',NA,NA,NA,NA,NA,_20.1_
eucgr.l02920.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.3.2_, _11.9.4.5_, _24_",0.142035652078436,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA,_11.9.3.2_
eucgr.l03085.1.p,"'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases'","_17.8.1_, _26.6_",0.108638064807149,'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases',NA,NA,NA,NA,NA,_17.8.1_
eucgr.l03133.1.p,"'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate'","_21.2_, _21.2.1_",0.264169462019838,'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate',NA,NA,NA,NA,NA,_21.2_
eucgr.l03563.1.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",0.0660314403843619,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA,_20.2.1_
sp|p09843|cyb_oenbe,"'mitochondrial electron transport / ATP synthesis.cytochrome c reductase', 'protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S14'","_9.5_, _29.2.1.1.2.1.14_",0.850045085489894,'mitochondrial electron transport / ATP synthesis.cytochrome c reductase', 'protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S14',NA,NA,NA,NA,NA,_9.5_
tr|b5tm92|b5tm92_arath,"'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear'","_9.1.1_, _9.1.2_",0.251057842643827,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',NA,NA,NA,NA,NA,_9.1.1_
eucgr.a00348.1.p,"'TCA / org transformation.TCA.pyruvate DH.E3', 'lipid metabolism.FA synthesis and FA elongation.pyruvate DH'","_8.1.1.3_, _11.1.31_",0.294326980953933,'TCA / org transformation.TCA.pyruvate DH.E3', 'lipid metabolism.FA synthesis and FA elongation.pyruvate DH',NA,NA,NA,NA,NA, _11.1.31_
eucgr.a00926.1.p,"'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.1.1_, _26.2_",0.0992807644635242,'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.a00934.1.p,"'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.1.1_, _26.2_",0.389533204098274,'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.a00945.1.p,"'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.1.1_, _26.2_",0.115278573193514,'hormone metabolism.abscisic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.a01021.4.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",0.608025983635224,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _13.1.3.4.11_
eucgr.a01389.1.p,"'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases'","_16.2.1.9_, _26.6_",0.116721011229223,'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.a01392.1.p,"'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases'","_16.2.1.9_, _26.6_",0.590272252374114,'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.a01395.1.p,"'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases'","_16.2.1.9_, _26.6_",0.37874620166158,'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.a01538.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",2.71040340952714,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.1.10_
eucgr.a01833.1.p,"'transport.metabolite transporters at the envelope membrane', 'transport.metabolite transporters at the mitochondrial membrane', 'transport.unspecified cations'","_34.8_, _34.9_, _34.14_",0.711709945575397,'transport.metabolite transporters at the envelope membrane', 'transport.metabolite transporters at the mitochondrial membrane', 'transport.unspecified cations',NA,NA,NA,NA, _34.9_
eucgr.a01869.1.p,"'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.cycle'","_9.1.1_, _31.3_",0.39237428703449,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.cycle',NA,NA,NA,NA,NA, _31.3_
eucgr.a01929.1.p,"'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16'","_29.2.1.2.2.11_, _29.2.1.2.2.16_",0.971508381592063,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16',NA,NA,NA,NA,NA, _29.2.1.2.2.16_
eucgr.a02118.1.p,"'cell wall.degradation.cellulases and beta -1,4-glucanases', 'misc.gluco-, galacto- and mannosidases'","_10.6.1_, _26.3_",0.109299053567744,'cell wall.degradation.cellulases and beta -1,4-glucanases', 'misc.gluco-, galacto- and mannosidases',NA,NA,NA, _26.3_
eucgr.a02236.1.p,"'DNA.synthesis/chromatin structure', 'DNA.repair'","_28.1_, _28.2_",0.170625144811401,'DNA.synthesis/chromatin structure', 'DNA.repair',NA,NA,NA,NA,NA, _28.2_
eucgr.a02321.1.p,"'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4.2_, _26.2_",0.105850768221409,'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.a02367.1.p,"'stress', 'stress.abiotic.unspecified'","_20_, _20.2.99_",0.224311955776293,'stress', 'stress.abiotic.unspecified',NA,NA,NA,NA,NA, _20.2.99_
eucgr.a02597.1.p,"'stress.biotic', 'development.unspecified'","_20.1_, _33.99_",0.0395449763551453,'stress.biotic', 'development.unspecified',NA,NA,NA,NA,NA, _33.99_
eucgr.a02619.1.p,"'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.short chain alcohol dehydrogenmase (ABA2)', 'misc.short chain dehydrogenase/reductase (SDR)'","_17.1.1.1.11_, _26.22_",0.0563503301020844,'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.short chain alcohol dehydrogenmase (ABA2)', 'misc.short chain dehydrogenase/reductase (SDR)',NA,NA,NA,NA,NA, _26.22_
eucgr.a02793.4.p,"'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified'","_27.3.67_, _27.3.99_",0.148851557496033,'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA,NA, _27.3.99_
eucgr.b00195.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase', 'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450'","_16.5.1.1.4.1_, _16.8.3.3_, _26.10_",0.220892258844467,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase', 'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450',NA,NA,NA,NA, _16.8.3.3_
eucgr.b00303.2.p,"'Co-factor and vitamine metabolism.iron-sulphur clusters', 'protein.assembly and cofactor ligation'","_18.7_, _29.8_",0.0621829999496508,'Co-factor and vitamine metabolism.iron-sulphur clusters', 'protein.assembly and cofactor ligation',NA,NA,NA,NA,NA, _29.8_
eucgr.b00856.1.p,"'protein.postranslational modification', 'signalling.G-proteins', 'development.unspecified'","_29.4_, _30.5_, _33.99_",0.974252796207698,'protein.postranslational modification', 'signalling.G-proteins', 'development.unspecified',NA,NA,NA,NA, _30.5_
eucgr.b01407.2.p,"'RNA.regulation of transcription.C2H2 zinc finger family', 'RNA.regulation of transcription.C3H zinc finger family'","_27.3.11_, _27.3.12_",0.14068529404933,'RNA.regulation of transcription.C2H2 zinc finger family', 'RNA.regulation of transcription.C3H zinc finger family',NA,NA,NA,NA,NA, _27.3.12_
eucgr.b01439.1.p,"'PS.photorespiration.phosphoglycolate phosphatase', 'minor CHO metabolism.misc'","_1.2.1_, _3.99_",7.81979666634435,'PS.photorespiration.phosphoglycolate phosphatase', 'minor CHO metabolism.misc',NA,NA,NA,NA,NA, _3.99_
eucgr.b02323.1.p,"'protein.degradation.metalloprotease', 'protein.degradation.AAA type'","_29.5.7_, _29.5.9_",0.218654027334823,'protein.degradation.metalloprotease', 'protein.degradation.AAA type',NA,NA,NA,NA,NA, _29.5.9_
eucgr.b02532.1.p,"'PS.calvin cycle.rubisco interacting', 'protein.folding'","_1.3.13_, _29.6_",14.4632956112524,'PS.calvin cycle.rubisco interacting', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.b02711.1.p,"'minor CHO metabolism.others', 'secondary metabolism.flavonoids.chalcones'","_3.5_, _16.8.2_",1.87451696542635,'minor CHO metabolism.others', 'secondary metabolism.flavonoids.chalcones',NA,NA,NA,NA,NA, _16.8.2_
eucgr.b02909.1.p,"'protein.postranslational modification', 'protein.folding'","_29.4_, _29.6_",0.22736115608444,'protein.postranslational modification', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.b03309.1.p,"'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27', 'protein.degradation.ubiquitin'","_29.2.1.2.1.27_, _29.5.11_",2.41078082913529,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27', 'protein.degradation.ubiquitin',NA,NA,NA,NA,NA, _29.5.11_
eucgr.b03534.1.p,"'RNA.regulation of transcription.unclassified', 'cell.vesicle transport'","_27.3.99_, _31.4_",0.789716929160836,'RNA.regulation of transcription.unclassified', 'cell.vesicle transport',NA,NA,NA,NA,NA, _31.4_
eucgr.b03720.1.p,"'PS.photorespiration.aminotransferases peroxisomal', 'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase', 'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase'","_1.2.3_, _13.1.1.3.11_, _13.1.5.2.3_",20.9181474684609,'PS.photorespiration.aminotransferases peroxisomal', 'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase', 'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase',NA,NA,NA,NA, _13.1.1.3.11_
eucgr.b03754.1.p,"'protein.postranslational modification', 'protein.folding'","_29.4_, _29.6_",0.311329222644214,'protein.postranslational modification', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.b03800.2.p,"'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin protease'","_29.5.11_, _29.5.11.5_",0.992726372022024,'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin protease',NA,NA,NA,NA,NA, _29.5.11.5_
eucgr.b03850.2.p,"'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10A', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A'","_29.2.1.1.3.2.510_, _29.2.1.2.2.510_",0.247786792592737,'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10A', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A',NA,NA,NA,NA,NA, _29.2.1.2.2.510_
eucgr.b03891.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",0.0302973924282048,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.1.10_
eucgr.b03987.1.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",0.59274204925449,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA, _3.1.1.2_
eucgr.c00140.1.p,"'transport.p- and v-ATPases', 'transport.p- and v-ATPases.H+-exporting ATPase'","_34.1_, _34.1.2_",0.941356619560665,'transport.p- and v-ATPases', 'transport.p- and v-ATPases.H+-exporting ATPase',NA,NA,NA,NA,NA, _34.1.2_
eucgr.c00165.2.p,"'transport.unspecified anions', 'transport.porins'","_34.18_, _34.20_",0.645741882186827,'transport.unspecified anions', 'transport.porins',NA,NA,NA,NA,NA, _34.20_
eucgr.c00646.1.p,"'PS.photorespiration.glycine cleavage.P subunit', 'C1-metabolism'","_1.2.4.1_, _25_",10.1492025501027,'PS.photorespiration.glycine cleavage.P subunit', 'C1-metabolism',NA,NA,NA,NA,NA, _25_
eucgr.c00784.3.p,"'RNA.processing.splicing', 'RNA.RNA binding'","_27.1.1_, _27.4_",0.127877155805271,'RNA.processing.splicing', 'RNA.RNA binding',NA,NA,NA,NA,NA, _27.4_
eucgr.c01076.2.p,"'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase', 'amino acid metabolism.degradation.aromatic aa.tryptophan'","_11.9.4.3_, _13.2.6.3_",0.855395744828279,'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase', 'amino acid metabolism.degradation.aromatic aa.tryptophan',NA,NA,NA,NA,NA, _13.2.6.3_
eucgr.c01171.1.p,"'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'","_26.7_, _26.11_",0.111932585673805,'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases',NA,NA,NA,NA, _26.11_
eucgr.c02092.2.p,"'transport.p- and v-ATPases', 'transport.p- and v-ATPases.H+-exporting ATPase'","_34.1_, _34.1.2_",1.74943929639061,'transport.p- and v-ATPases', 'transport.p- and v-ATPases.H+-exporting ATPase',NA,NA,NA,NA,NA, _34.1.2_
eucgr.c02115.1.p,"'DNA.repair', 'cell.organisation.cytoskeleton.Myosin'","_28.2_, _31.1.1.3_",0.182846248629625,'DNA.repair', 'cell.organisation.cytoskeleton.Myosin',NA,NA,NA,NA,NA, _31.1.1.3_
eucgr.c02986.2.p,"'glycolysis.cytosolic branch.phosphofructokinase (PFK)', 'glycolysis.unclear/dually targeted.phosphofructokinase (PFK)'","_4.1.4_, _4.3.4_",1.28334061223012,'glycolysis.cytosolic branch.phosphofructokinase (PFK)', 'glycolysis.unclear/dually targeted.phosphofructokinase (PFK)',NA,NA,NA,NA,NA, _4.3.4_
eucgr.c03047.1.p,"'PS.photorespiration.glycine cleavage.P subunit', 'C1-metabolism'","_1.2.4.1_, _25_",67.158960938052,'PS.photorespiration.glycine cleavage.P subunit', 'C1-metabolism',NA,NA,NA,NA,NA, _25_
eucgr.c03896.1.p,"'cell wall.degradation.mannan-xylose-arabinose-fucose', 'misc.gluco-, galacto- and mannosidases.beta-galactosidase'","_10.6.2_, _26.3.2_",0.445387711337948,'cell wall.degradation.mannan-xylose-arabinose-fucose', 'misc.gluco-, galacto- and mannosidases.beta-galactosidase',NA,NA,NA,NA, _26.3.2_
eucgr.c03898.1.p,"'cell wall.degradation.mannan-xylose-arabinose-fucose', 'misc.gluco-, galacto- and mannosidases.beta-galactosidase'","_10.6.2_, _26.3.2_",0.184656763400039,'cell wall.degradation.mannan-xylose-arabinose-fucose', 'misc.gluco-, galacto- and mannosidases.beta-galactosidase',NA,NA,NA,NA, _26.3.2_
eucgr.c03995.1.p,"'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.short chain alcohol dehydrogenmase (ABA2)', 'misc.short chain dehydrogenase/reductase (SDR)'","_17.1.1.1.11_, _26.22_",0.117072798040318,'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.short chain alcohol dehydrogenmase (ABA2)', 'misc.short chain dehydrogenase/reductase (SDR)',NA,NA,NA,NA,NA, _26.22_
eucgr.c04134.2.p,"'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase', 'amino acid metabolism.degradation.aromatic aa.tryptophan'","_11.9.4.3_, _13.2.6.3_",0.0866107369910002,'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase', 'amino acid metabolism.degradation.aromatic aa.tryptophan',NA,NA,NA,NA,NA, _13.2.6.3_
eucgr.d01327.1.p,"'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'","_26.7_, _26.11_",0.348314668175735,'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases',NA,NA,NA,NA, _26.11_
eucgr.d01635.1.p,"'secondary metabolism.flavonoids.chalcones', 'secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase'","_16.8.2_, _16.8.2.1_",0.0602729812905433,'secondary metabolism.flavonoids.chalcones', 'secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase',NA,NA,NA,NA,NA, _16.8.2.1_
eucgr.d01798.1.p,"'stress.biotic', 'protein.targeting.secretory pathway.plasma membrane'","_20.1_, _29.3.4.4_",0.416468680373736,'stress.biotic', 'protein.targeting.secretory pathway.plasma membrane',NA,NA,NA,NA,NA, _29.3.4.4_
eucgr.d01934.2.p,"'cell wall.precursor synthesis.RHM', 'cell wall.precursor synthesis.UER'","_10.1.10_, _10.1.11_",0.154512548120263,'cell wall.precursor synthesis.RHM', 'cell wall.precursor synthesis.UER',NA,NA,NA,NA,NA, _10.1.11_
eucgr.d01990.1.p,"'protein.postranslational modification', 'signalling.calcium'","_29.4_, _30.3_",0.11489087775199,'protein.postranslational modification', 'signalling.calcium',NA,NA,NA,NA,NA, _30.3_
eucgr.d02006.1.p,"'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450'","_16.8.3.3_, _26.10_",0.353211840993108,'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450',NA,NA,NA,NA,NA, _26.10_
eucgr.d02202.1.p,"'protein.degradation.ubiquitin.ubiquitin protease', 'cell.vesicle transport', 'development.unspecified'","_29.5.11.5_, _31.4_, _33.99_",0.0483080199636587,'protein.degradation.ubiquitin.ubiquitin protease', 'cell.vesicle transport', 'development.unspecified',NA,NA,NA,NA, _31.4_
eucgr.d02241.4.p,"'protein.targeting.peroxisomes', 'cell.organisation'","_29.3.5_, _31.1_",0.162244707934385,'protein.targeting.peroxisomes', 'cell.organisation',NA,NA,NA,NA,NA, _31.1_
eucgr.d02466.1.p,"'PS.calvin cycle.transketolase', 'OPP.non-reductive PP.transketolase'","_1.3.8_, _7.2.1_",18.4041131028594,'PS.calvin cycle.transketolase', 'OPP.non-reductive PP.transketolase',NA,NA,NA,NA,NA, _7.2.1_
eucgr.d02467.1.p,"'PS.calvin cycle.transketolase', 'OPP.non-reductive PP.transketolase'","_1.3.8_, _7.2.1_",98.5966492753205,'PS.calvin cycle.transketolase', 'OPP.non-reductive PP.transketolase',NA,NA,NA,NA,NA, _7.2.1_
eucgr.d02491.1.p,"'DNA.unspecified', 'protein.targeting.secretory pathway.ER'","_28.99_, _29.3.4.1_",0.346832217960901,'DNA.unspecified', 'protein.targeting.secretory pathway.ER',NA,NA,NA,NA,NA, _29.3.4.1_
eucgr.e00214.3.p,"'protein.targeting.peroxisomes', 'cell.organisation'","_29.3.5_, _31.1_",0.168894835473378,'protein.targeting.peroxisomes', 'cell.organisation',NA,NA,NA,NA,NA, _31.1_
eucgr.e00355.1.p,"'RNA.regulation of transcription.HSF,Heat-shock transcription factor family', 'RNA.regulation of transcription.unclassified'","_27.3.23_, _27.3.99_",0.299277524741646,'RNA.regulation of transcription.HSF,Heat-shock transcription factor family', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA, _27.3.99_
eucgr.e00828.1.p,"'transport.p- and v-ATPases.H+-transporting two-sector ATPase', 'transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit E'","_34.1.1_, _34.1.1.4_",0.343077027143744,'transport.p- and v-ATPases.H+-transporting two-sector ATPase', 'transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit E',NA,NA,NA,NA,NA, _34.1.1.4_
eucgr.e00844.1.p,"'signalling.light.COP9 signalosome', 'development.unspecified'","_30.11.1_, _33.99_",0.680544866882025,'signalling.light.COP9 signalosome', 'development.unspecified',NA,NA,NA,NA,NA, _33.99_
eucgr.e00873.1.p,"'misc.dynamin', 'signalling.G-proteins'","_26.17_, _30.5_",0.119945655902335,'misc.dynamin', 'signalling.G-proteins',NA,NA,NA,NA,NA, _30.5_
eucgr.e01212.1.p,"'major CHO metabolism.degradation.starch.starch cleavage', 'misc.gluco-, galacto- and mannosidases.alpha-galactosidase'","_2.2.2.1_, _26.3.1_",1.44898118885146,'major CHO metabolism.degradation.starch.starch cleavage', 'misc.gluco-, galacto- and mannosidases.alpha-galactosidase',NA,NA,NA,NA, _26.3.1_
eucgr.e01244.1.p,"'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _16.8.4.2_, _20.1_, _26.2_",0.0543218719078122,'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _16.8.4.2_
