BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_21.2.1_,redox.ascorbate and glutathione.ascorbate,eucgr.f04344.2.p,"'(at1g77490 : 503.0) Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.; thylakoidal ascorbate peroxidase (TAPX); FUNCTIONS IN: L-ascorbate peroxidase activity; INVOLVED IN: oxidation reduction, response to oxidative stress; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant ascorbate peroxidase (InterPro:IPR002207), Peroxidases heam-ligand binding site (InterPro:IPR019793), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: stromal ascorbate peroxidase (TAIR:AT4G08390.2); Has 7809 Blast hits to 7730 proteins in 1256 species: Archae - 55; Bacteria - 2313; Metazoa - 5; Fungi - 620; Plants - 3345; Viruses - 0; Other Eukaryotes - 1471 (source: NCBI BLink). & (p0c0l1|apx6_orysa : 459.0) Probable L-ascorbate peroxidase 6, chloroplast precursor (EC 1.11.1.11) (OsAPx06) - Oryza sativa (Rice) & (gnl|cdd|29386 : 366.0) no description available & (ipr002016 : 102.181244) Haem peroxidase, plant/fungal/bacterial & (reliability: 1006.0) &  (original description: pacid=32056534 transcript=Eucgr.F04344.2 locus=Eucgr.F04344 ID=Eucgr.F04344.2.v2.0 annot-version=v2.0)'",T
_21.2.1_,redox.ascorbate and glutathione.ascorbate,eucgr.f00373.3.p,"'(at4g09010 : 404.0) Encodes a protein that was initially believed to act as a microsomal ascorbate peroxidase APX4 but to date, no evidence of enzymatic activity has been found.; ascorbate peroxidase 4 (APX4); FUNCTIONS IN: peroxidase activity, heme binding; INVOLVED IN: oxidation reduction, response to oxidative stress; LOCATED IN: in 7 components; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant ascorbate peroxidase (InterPro:IPR002207), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: ascorbate peroxidase 5 (TAIR:AT4G35970.1); Has 1182 Blast hits to 1180 proteins in 264 species: Archae - 20; Bacteria - 119; Metazoa - 0; Fungi - 348; Plants - 604; Viruses - 0; Other Eukaryotes - 91 (source: NCBI BLink). & (reliability: 808.0) &  (original description: pacid=32053868 transcript=Eucgr.F00373.3 locus=Eucgr.F00373 ID=Eucgr.F00373.3.v2.0 annot-version=v2.0)'",T
_21.2.1_,redox.ascorbate and glutathione.ascorbate,eucgr.e00656.1.p,"'(at1g63940 : 750.0) monodehydroascorbate reductase 6 (MDAR6); FUNCTIONS IN: ATP binding; INVOLVED IN: response to cadmium ion, response to cold; LOCATED IN: mitochondrion, stromule, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327); BEST Arabidopsis thaliana protein match is: monodehydroascorbate reductase 1 (TAIR:AT3G52880.1); Has 32339 Blast hits to 32274 proteins in 3053 species: Archae - 745; Bacteria - 25255; Metazoa - 989; Fungi - 665; Plants - 640; Viruses - 0; Other Eukaryotes - 4045 (source: NCBI BLink). & (gnl|cdd|36550 : 451.0) no description available & (q40977|mdar_pea : 384.0) Monodehydroascorbate reductase (EC 1.6.5.4) (MDAR) (Ascorbate free radical reductase) (AFR reductase) - Pisum sativum (Garden pea) & (gnl|cdd|87424 : 198.0) no description available & (reliability: 1500.0) &  (original description: pacid=32028868 transcript=Eucgr.E00656.1 locus=Eucgr.E00656 ID=Eucgr.E00656.1.v2.0 annot-version=v2.0)'",T
_21.2.1_,redox.ascorbate and glutathione.ascorbate,eucgr.b02456.2.p,"'(p48534|apx1_pea : 409.0) L-ascorbate peroxidase, cytosolic (EC 1.11.1.11) (AP) (PsAPx01) - Pisum sativum (Garden pea) & (gnl|cdd|29386 : 409.0) no description available & (at1g07890 : 393.0) Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress.; ascorbate peroxidase 1 (APX1); FUNCTIONS IN: L-ascorbate peroxidase activity; INVOLVED IN: response to reactive oxygen species, response to salt stress, response to heat, hydrogen peroxide catabolic process, embryo development ending in seed dormancy; LOCATED IN: cytosol, chloroplast, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant ascorbate peroxidase (InterPro:IPR002207), Peroxidases heam-ligand binding site (InterPro:IPR019793), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016), Peroxidase, active site (InterPro:IPR019794); BEST Arabidopsis thaliana protein match is: ascorbate peroxidase 2 (TAIR:AT3G09640.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (ipr002016 : 104.48383) Haem peroxidase, plant/fungal/bacterial & (reliability: 786.0) &  (original description: pacid=32060412 transcript=Eucgr.B02456.2 locus=Eucgr.B02456 ID=Eucgr.B02456.2.v2.0 annot-version=v2.0)'",T
_21.2.1_,redox.ascorbate and glutathione.ascorbate,eucgr.a01180.1.p,"'(gnl|cdd|29386 : 394.0) no description available & (at3g09640 : 381.0) Encodes a cytosolic ascorbate peroxidase APX2.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.; ascorbate peroxidase 2 (APX2); CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant ascorbate peroxidase (InterPro:IPR002207), Peroxidases heam-ligand binding site (InterPro:IPR019793), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016), Peroxidase, active site (InterPro:IPR019794); BEST Arabidopsis thaliana protein match is: ascorbate peroxidase 1 (TAIR:AT1G07890.8); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). & (p48534|apx1_pea : 363.0) L-ascorbate peroxidase, cytosolic (EC 1.11.1.11) (AP) (PsAPx01) - Pisum sativum (Garden pea) & (ipr002016 : 105.8236) Haem peroxidase, plant/fungal/bacterial & (reliability: 762.0) &  (original description: pacid=32047780 transcript=Eucgr.A01180.1 locus=Eucgr.A01180 ID=Eucgr.A01180.1.v2.0 annot-version=v2.0)'",T
_21.2.1.1_,redox.ascorbate and glutathione.ascorbate.GME,eucgr.b02118.2.p,"'(q2r1v8|gme2_orysa : 734.0) GDP-mannose 3,5-epimerase 2 (EC 5.1.3.18) (GDP-Man 3,5-epimerase 2) - Oryza sativa (Rice) & (at5g28840 : 732.0) Encodes a protein with GDP-D-mannose 3',5'-epimerase activity.  The enzyme is involved in ascorbate biosynthesis. It catalyzes the conversion of GDP-D-mannose to GDP-L-galactose.; ""GDP-D-mannose 3',5'-epimerase"" (GME); CONTAINS InterPro DOMAIN/s: NAD-dependent epimerase/dehydratase (InterPro:IPR001509), NAD(P)-binding domain (InterPro:IPR016040); BEST Arabidopsis thaliana protein match is: NAD(P)-binding Rossmann-fold superfamily protein (TAIR:AT3G62830.2). & (gnl|cdd|36642 : 452.0) no description available & (gnl|cdd|30800 : 175.0) no description available & (ipr001509 : 97.34345) NAD-dependent epimerase/dehydratase & (reliability: 1464.0) &  (original description: pacid=32062267 transcript=Eucgr.B02118.2 locus=Eucgr.B02118 ID=Eucgr.B02118.2.v2.0 annot-version=v2.0)'",T
_21.2.1.2_,redox.ascorbate and glutathione.ascorbate.GDP-L-galactose-hexose-1-phosphate guanyltransferase,,'',
_21.2.1.3_,redox.ascorbate and glutathione.ascorbate.L-galactose-1-phosphate phosphatase,,'',
_21.2.1.4_,redox.ascorbate and glutathione.ascorbate.L-galactose dehydrogenase,eucgr.g01120.1.p,"'(at4g33670 : 504.0) Encodes a L-galactose dehydrogenase, involved in ascorbate biosynthesis; NAD(P)-linked oxidoreductase superfamily protein; CONTAINS InterPro DOMAIN/s: Aldo/keto reductase (InterPro:IPR001395); BEST Arabidopsis thaliana protein match is: NAD(P)-linked oxidoreductase superfamily protein (TAIR:AT1G60750.1); Has 28637 Blast hits to 28630 proteins in 2499 species: Archae - 653; Bacteria - 20546; Metazoa - 1049; Fungi - 1796; Plants - 827; Viruses - 0; Other Eukaryotes - 3766 (source: NCBI BLink). & (gnl|cdd|36789 : 409.0) no description available & (gnl|cdd|31011 : 192.0) no description available & (ipr023210 : 155.26746) NADP-dependent oxidoreductase domain & (reliability: 1008.0) &  (original description: pacid=32072667 transcript=Eucgr.G01120.1 locus=Eucgr.G01120 ID=Eucgr.G01120.1.v2.0 annot-version=v2.0)'",T
_21.2.1.5_,"redox.ascorbate and glutathione.ascorbate.L-Galactono-1,4-lactone dehydrogenase",eucgr.a02267.2.p,"'(at3g47930 : 889.0) L-Galactono-1,4-lactone dehydrogenase, catalyzes the final step of ascorbate biosynthesis; ""L-galactono-1,4-lactone dehydrogenase"" (GLDH); CONTAINS InterPro DOMAIN/s: D-arabinono-1,4-lactone oxidase (InterPro:IPR007173), FAD-binding, type 2 (InterPro:IPR016166), Galactonolactone dehydrogenase (InterPro:IPR010029), Actin-binding FH2 (InterPro:IPR015425), FAD linked oxidase, N-terminal (InterPro:IPR006094); BEST Arabidopsis thaliana protein match is: D-arabinono-1,4-lactone oxidase family protein (TAIR:AT5G56490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|39928 : 452.0) no description available & (gnl|cdd|30625 : 104.0) no description available & (reliability: 1778.0) &  (original description: pacid=32047317 transcript=Eucgr.A02267.2 locus=Eucgr.A02267 ID=Eucgr.A02267.2.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.k03307.2.p,"'(p80461|gshrp_tobac : 852.0) Glutathione reductase, chloroplast precursor (EC 1.8.1.7) (GR) (GRase) (Fragment) - Nicotiana tabacum (Common tobacco) & (at3g54660 : 837.0) Encodes glutathione reductase that is most likely localized in the chloroplast.; glutathione reductase (GR); FUNCTIONS IN: glutathione-disulfide reductase activity, copper ion binding, ATP binding; INVOLVED IN: glutathione metabolic process; LOCATED IN: mitochondrion, chloroplast stroma, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), FAD/NAD-linked reductase, dimerisation (InterPro:IPR016156), Pyridine nucleotide-disulphide oxidoreductase, class I, active site (InterPro:IPR012999), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327), Glutathione-disulphide reductase (InterPro:IPR006324), Pyridine nucleotide-disulphide oxidoreductase, dimerisation (InterPro:IPR004099); BEST Arabidopsis thaliana protein match is: glutathione-disulfide reductase (TAIR:AT3G24170.3); Has 33740 Blast hits to 33692 proteins in 3140 species: Archae - 759; Bacteria - 24408; Metazoa - 813; Fungi - 438; Plants - 579; Viruses - 0; Other Eukaryotes - 6743 (source: NCBI BLink). & (gnl|cdd|35626 : 651.0) no description available & (gnl|cdd|81850 : 600.0) no description available & (ipr013027 : 100.78312) FAD-dependent pyridine nucleotide-disulphide oxidoreductase & (reliability: 1674.0) &  (original description: pacid=32067327 transcript=Eucgr.K03307.2 locus=Eucgr.K03307 ID=Eucgr.K03307.2.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.h04452.2.p,"'(o23732|gshb_braju : 498.0) Glutathione synthetase, chloroplast precursor (EC 6.3.2.3) (Glutathione synthase) (GSH synthetase) (GSH-S) - Brassica juncea (Leaf mustard) (Indian mustard) & (at5g27380 : 478.0) Encodes a protein with similarity to glutathione synthetases, which catalyzes one of the early steps in glutathione biosynthesis. Two transcripts have been detected; the longer transcript is less abundant and the protein is localized to the chloroplast. The smaller transcript, in which the transit peptide is truncated, is localized to the cytosol.; glutathione synthetase 2 (GSH2); FUNCTIONS IN: glutathione synthase activity; INVOLVED IN: response to jasmonic acid stimulus, N-terminal protein myristoylation, glutathione biosynthetic process; LOCATED IN: cytosol, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: PreATP-grasp-like fold (InterPro:IPR016185), ATP-grasp fold, subdomain 2 (InterPro:IPR013816), Glutathione synthase, eukaryotic (InterPro:IPR005615), Glutathione synthase, substrate-binding, eukaryotic (InterPro:IPR004887), Glutathione synthase, alpha-helical, eukaryotic (InterPro:IPR014042); Has 644 Blast hits to 607 proteins in 239 species: Archae - 0; Bacteria - 51; Metazoa - 212; Fungi - 156; Plants - 112; Viruses - 0; Other Eukaryotes - 113 (source: NCBI BLink). & (gnl|cdd|86474 : 477.0) no description available & (gnl|cdd|35244 : 397.0) no description available & (ipr005615 : 206.5395) Glutathione synthase, eukaryotic & (reliability: 956.0) &  (original description: pacid=32042336 transcript=Eucgr.H04452.2 locus=Eucgr.H04452 ID=Eucgr.H04452.2.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.h02852.1.p,"'(q43621|gshrc_pea : 855.0) Glutathione reductase, cytosolic (EC 1.8.1.7) (GR) (GRase) (GOR2) - Pisum sativum (Garden pea) & (at3g24170 : 837.0) Encodes a cytosolic glutathione reductase.; glutathione-disulfide reductase (GR1); FUNCTIONS IN: NADP or NADPH binding, glutathione-disulfide reductase activity, oxidoreductase activity, FAD binding; INVOLVED IN: oxidation reduction, glutathione metabolic process, cell redox homeostasis; LOCATED IN: peroxisome; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027), Pyridine nucleotide-disulphide oxidoreductase, class I, active site (InterPro:IPR012999), Pyridine nucleotide-disulphide oxidoreductase, dimerisation (InterPro:IPR004099), FAD/NAD-linked reductase, dimerisation (InterPro:IPR016156), Mercuric reductase (InterPro:IPR000815), Glutathione-disulphide reductase (InterPro:IPR006324), Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region (InterPro:IPR001327); BEST Arabidopsis thaliana protein match is: glutathione reductase (TAIR:AT3G54660.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|35626 : 653.0) no description available & (gnl|cdd|81850 : 573.0) no description available & (ipr013027 : 103.279854) FAD-dependent pyridine nucleotide-disulphide oxidoreductase & (reliability: 1674.0) &  (original description: pacid=32041049 transcript=Eucgr.H02852.1 locus=Eucgr.H02852 ID=Eucgr.H02852.1.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.d01857.2.p,"'(q06652|gpx4_citsi : 201.0) Probable phospholipid hydroperoxide glutathione peroxidase (EC 1.11.1.12) (PHGPx) (Salt-associated protein) - Citrus sinensis (Sweet orange) & (at4g11600 : 192.0) Encodes glutathione peroxidase.; glutathione peroxidase 6 (GPX6); FUNCTIONS IN: glutathione peroxidase activity; INVOLVED IN: response to oxidative stress, response to cadmium ion, response to salt stress, response to metal ion; LOCATED IN: cytosol, mitochondrion, chloroplast, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Thioredoxin-like fold (InterPro:IPR012336), Glutathione peroxidase (InterPro:IPR000889); BEST Arabidopsis thaliana protein match is: glutathione peroxidase 7 (TAIR:AT4G31870.1); Has 7601 Blast hits to 7600 proteins in 1766 species: Archae - 2; Bacteria - 3728; Metazoa - 790; Fungi - 210; Plants - 383; Viruses - 8; Other Eukaryotes - 2480 (source: NCBI BLink). & (gnl|cdd|36864 : 174.0) no description available & (gnl|cdd|48492 : 157.0) no description available & (reliability: 384.0) &  (original description: pacid=32051972 transcript=Eucgr.D01857.2 locus=Eucgr.D01857 ID=Eucgr.D01857.2.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.d01856.1.p,"'(at1g63460 : 262.0) glutathione peroxidase 8 (GPX8); FUNCTIONS IN: glutathione peroxidase activity; INVOLVED IN: response to oxidative stress, oxidation reduction; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Thioredoxin-like fold (InterPro:IPR012336), Glutathione peroxidase (InterPro:IPR000889); BEST Arabidopsis thaliana protein match is: glutathione peroxidase 6 (TAIR:AT4G11600.1); Has 7264 Blast hits to 7263 proteins in 1725 species: Archae - 2; Bacteria - 3448; Metazoa - 795; Fungi - 210; Plants - 387; Viruses - 8; Other Eukaryotes - 2414 (source: NCBI BLink). & (q9lef0|gpx4_mescr : 244.0) Probable phospholipid hydroperoxide glutathione peroxidase (EC 1.11.1.12) (PHGPx) - Mesembryanthemum crystallinum (Common ice plant) & (gnl|cdd|36864 : 243.0) no description available & (gnl|cdd|48492 : 218.0) no description available & (ipr000889 : 108.783615) Glutathione peroxidase & (reliability: 714.37134) &  (original description: pacid=32051069 transcript=Eucgr.D01856.1 locus=Eucgr.D01856 ID=Eucgr.D01856.1.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.d01848.1.p,"'(at4g23100 : 874.0) Encodes the enzyme glutamate-cysteine ligase catalyzing the first, and rate-limiting, step of glutathione biosynthesis.  Required for cell proliferation at the root tip. Involved in susceptibility to the bacterial pathogen Pseudomonas syringae. Mutants are phytoalexin defective.; glutamate-cysteine ligase (GSH1); CONTAINS InterPro DOMAIN/s: Glutamate--cysteine ligase, GCS2 (InterPro:IPR006336), Glutamate--cysteine ligase, plant (InterPro:IPR011556). & (o23736|gsh1_braju : 868.0) Glutamate--cysteine ligase, chloroplast precursor (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase) (Gamma-ECS) (GCS) - Brassica juncea (Leaf mustard) (Indian mustard) & (gnl|cdd|33374 : 573.0) no description available & (ipr006336 : 217.35928) Glutamate--cysteine ligase, GCS2 & (reliability: 2128.3787) &  (original description: pacid=32049736 transcript=Eucgr.D01848.1 locus=Eucgr.D01848 ID=Eucgr.D01848.1.v2.0 annot-version=v2.0)'",T
_21.2.2_,redox.ascorbate and glutathione.glutathione,eucgr.i01066.1.p,"'(at5g37830 : 2180.0) Encodes a 5-oxoprolinase that acts in the glutathione degradation pathway and in 5-oxoproline metabolism.; oxoprolinase 1 (OXP1); CONTAINS InterPro DOMAIN/s: Hydantoinase B/oxoprolinase (InterPro:IPR003692), Hydantoinase/oxoprolinase (InterPro:IPR002821), Hydantoinaseoxoprolinase, N-terminal (InterPro:IPR008040); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (gnl|cdd|37150 : 1942.0) no description available & (gnl|cdd|30495 : 634.0) no description available & (ipr003692 : 439.32376) Hydantoinase B/oxoprolinase & (reliability: 4360.0) &  (original description: pacid=32064396 transcript=Eucgr.I01066.1 locus=Eucgr.I01066 ID=Eucgr.I01066.1.v2.0 annot-version=v2.0)'",T
_21.3_,redox.heme,eucgr.i01237.2.p,"'(q9fvl0|hbl1_medsa : 234.0) Non-symbiotic hemoglobin 1 (MEDsa GLB1) - Medicago sativa (Alfalfa) & (at2g16060 : 218.0) Encodes a class 1 nonsymbiotic hemoglobin induced by low oxygen levels with very high oxygen affinity.  It is not likely to be a hemoglobin transporter because of its extremely high affinity for oxygen.; hemoglobin 1 (HB1); FUNCTIONS IN: oxygen binding; INVOLVED IN: response to hypoxia; LOCATED IN: cell wall, plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Leghaemoglobin (InterPro:IPR001032), Globin-like (InterPro:IPR009050), Leghaemoglobin, iron-binding site (InterPro:IPR019824), Globin, subset (InterPro:IPR000971), Globin (InterPro:IPR012292); BEST Arabidopsis thaliana protein match is: haemoglobin 2 (TAIR:AT3G10520.1); Has 783 Blast hits to 745 proteins in 194 species: Archae - 0; Bacteria - 173; Metazoa - 274; Fungi - 3; Plants - 318; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (gnl|cdd|29979 : 108.0) no description available & (reliability: 436.0) &  (original description: pacid=32063561 transcript=Eucgr.I01237.2 locus=Eucgr.I01237 ID=Eucgr.I01237.2.v2.0 annot-version=v2.0)'",T
_21.3_,redox.heme,eucgr.c01104.2.p,"'(at5g20140 : 484.0) SOUL heme-binding family protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2358 (InterPro:IPR018790), SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT3G10130.1). & (gnl|cdd|68407 : 115.0) no description available & (ipr006917 : 100.089966) SOUL haem-binding protein & (reliability: 968.0) &  (original description: pacid=32038006 transcript=Eucgr.C01104.2 locus=Eucgr.C01104 ID=Eucgr.C01104.2.v2.0 annot-version=v2.0)'",T
_21.3_,redox.heme,eucgr.a02662.1.p,"'(at3g10130 : 325.0) SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast, plastoglobule; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT5G20140.1); Has 1532 Blast hits to 1528 proteins in 169 species: Archae - 17; Bacteria - 184; Metazoa - 176; Fungi - 0; Plants - 228; Viruses - 0; Other Eukaryotes - 927 (source: NCBI BLink). & (gnl|cdd|68407 : 150.0) no description available & (ipr006917 : 129.81227) SOUL haem-binding protein & (reliability: 650.0) &  (original description: pacid=32048615 transcript=Eucgr.A02662.1 locus=Eucgr.A02662 ID=Eucgr.A02662.1.v2.0 annot-version=v2.0)'",T
_21.4_,redox.glutaredoxins,eucgr.i01764.1.p,"'(at5g40370 : 155.0) Glutaredoxin family protein; FUNCTIONS IN: electron carrier activity, arsenate reductase (glutaredoxin) activity, protein disulfide oxidoreductase activity; INVOLVED IN: cell redox homeostasis; LOCATED IN: plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Glutaredoxin (InterPro:IPR002109), Glutaredoxin, eukaryotic/virial (InterPro:IPR011899), Glutaredoxin subgroup (InterPro:IPR014025), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT5G63030.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (p55143|glrx_ricco : 150.0) Glutaredoxin - Ricinus communis (Castor bean) & (gnl|cdd|36963 : 139.0) no description available & (gnl|cdd|48634 : 132.0) no description available & (reliability: 310.0) &  (original description: pacid=32063837 transcript=Eucgr.I01764.1 locus=Eucgr.I01764 ID=Eucgr.I01764.1.v2.0 annot-version=v2.0)'",T
_21.4_,redox.glutaredoxins,eucgr.i01760.1.p,"'(p55143|glrx_ricco : 164.0) Glutaredoxin - Ricinus communis (Castor bean) & (at5g40370 : 162.0) Glutaredoxin family protein; FUNCTIONS IN: electron carrier activity, arsenate reductase (glutaredoxin) activity, protein disulfide oxidoreductase activity; INVOLVED IN: cell redox homeostasis; LOCATED IN: plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Glutaredoxin (InterPro:IPR002109), Glutaredoxin, eukaryotic/virial (InterPro:IPR011899), Glutaredoxin subgroup (InterPro:IPR014025), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT5G63030.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|36963 : 144.0) no description available & (gnl|cdd|48634 : 136.0) no description available & (reliability: 324.0) &  (original description: pacid=32062844 transcript=Eucgr.I01760.1 locus=Eucgr.I01760 ID=Eucgr.I01760.1.v2.0 annot-version=v2.0)'",T
_21.4_,redox.glutaredoxins,eucgr.h00830.1.p,"'(at4g28730 : 185.0) Glutaredoxin family protein; FUNCTIONS IN: electron carrier activity, protein disulfide oxidoreductase activity; INVOLVED IN: cell redox homeostasis; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Glutaredoxin (InterPro:IPR002109), Glutaredoxin subgroup (InterPro:IPR014025), Glutaredoxin, eukaryotic/virial (InterPro:IPR011899), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT2G20270.1); Has 4412 Blast hits to 4405 proteins in 1169 species: Archae - 6; Bacteria - 1982; Metazoa - 422; Fungi - 333; Plants - 692; Viruses - 111; Other Eukaryotes - 866 (source: NCBI BLink). & (gnl|cdd|36963 : 143.0) no description available & (gnl|cdd|48634 : 132.0) no description available & (p55142|glrx_orysa : 101.0) Glutaredoxin - Oryza sativa (Rice) & (reliability: 370.0) &  (original description: pacid=32044820 transcript=Eucgr.H00830.1 locus=Eucgr.H00830 ID=Eucgr.H00830.1.v2.0 annot-version=v2.0)'",T
