BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_20.2.1_,'stress.abiotic.heat','eucgr.g01045.2.p',"'(q01899|hsp7m_phavu : 1095.0) Heat shock 70 kDa protein, mitochondrial precursor - Phaseolus vulgaris (Kidney bean) (French bean) & (at5g09590 : 1075.0) heat shock protein 70 (Hsc70-5); nuclear; mitochondrial HSO70 2 (MTHSC70-2); FUNCTIONS IN: ATP binding; INVOLVED IN: protein folding, response to cadmium ion, response to salt stress, response to virus, response to heat; LOCATED IN: mitochondrion, cell wall, plasma membrane, chloroplast, mitochondrial matrix; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Chaperone DnaK (InterPro:IPR012725), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: mitochondrial heat shock protein 70-1 (TAIR:AT4G37910.1); Has 35090 Blast hits to 34955 proteins in 4871 species: Archae - 160; Bacteria - 17405; Metazoa - 3531; Fungi - 1665; Plants - 1246; Viruses - 305; Other Eukaryotes - 10778 (source: NCBI BLink). & (gnl|cdd|80608 : 991.0) no description available & (gnl|cdd|35325 : 947.0) no description available & (ipr013126 : 624.63544) Heat shock protein 70 family & (reliability: 2150.0) &  (original description: no original description)'",T
_20.2.1_,'stress.abiotic.heat','eucgr.g00235.1.p',"'(gnl|cdd|80608 : 986.0) no description available & (q02028|hsp7s_pea : 978.0) Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea) & (at4g24280 : 961.0) Involved in protein import into  chloroplasts during early developmental stages.; chloroplast heat shock protein 70-1 (cpHsc70-1); FUNCTIONS IN: protein binding, ATP binding; INVOLVED IN: protein folding, response to cadmium ion, protein targeting to chloroplast, response to cold; LOCATED IN: in 7 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Chaperone DnaK (InterPro:IPR012725), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: chloroplast heat shock protein 70-2 (TAIR:AT5G49910.1); Has 36155 Blast hits to 36031 proteins in 4857 species: Archae - 160; Bacteria - 17964; Metazoa - 3544; Fungi - 1694; Plants - 1235; Viruses - 354; Other Eukaryotes - 11204 (source: NCBI BLink). & (gnl|cdd|35325 : 831.0) no description available & (ipr013126 : 607.94434) Heat shock protein 70 family & (reliability: 1922.0) &  (original description: no original description)'",T
_20.2.2_,'stress.abiotic.cold','eucgr.a00373.1.p',"'(at3g17020 : 234.0) Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to cold, response to stress; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Universal stress protein A (InterPro:IPR006015); BEST Arabidopsis thaliana protein match is: Adenine nucleotide alpha hydrolases-like superfamily protein (TAIR:AT3G03270.2); Has 3326 Blast hits to 3271 proteins in 769 species: Archae - 372; Bacteria - 2020; Metazoa - 115; Fungi - 79; Plants - 685; Viruses - 0; Other Eukaryotes - 55 (source: NCBI BLink). & (gnl|cdd|84883 : 84.5) no description available & (reliability: 468.0) &  (original description: no original description)'",T
_20.2.2_,'stress.abiotic.cold','eucgr.b02732.1.p',"'(at3g53990 : 233.0) Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to cold, response to stress; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729); BEST Arabidopsis thaliana protein match is: Adenine nucleotide alpha hydrolases-like superfamily protein (TAIR:AT3G03270.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). & (gnl|cdd|30165 : 95.2) no description available & (reliability: 466.0) &  (original description: no original description)'",T
_20.2.2_,'stress.abiotic.cold','eucgr.b02294.2.p',"'(at3g53990 : 209.0) Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to cold, response to stress; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729); BEST Arabidopsis thaliana protein match is: Adenine nucleotide alpha hydrolases-like superfamily protein (TAIR:AT3G03270.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). & (gnl|cdd|30165 : 83.6) no description available & (reliability: 418.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.c02887.3.p',"'(gnl|cdd|66831 : 305.0) no description available & (at5g25610 : 301.0) responsive to dehydration 22 (RD22) mediated by ABA; RESPONSIVE TO DESSICATION 22 (RD22); FUNCTIONS IN: nutrient reservoir activity; INVOLVED IN: response to desiccation, response to salt stress, response to abscisic acid stimulus; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: BURP (InterPro:IPR004873); BEST Arabidopsis thaliana protein match is: unknown seed protein like 1 (TAIR:AT1G49320.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (ipr004873 : 199.68304) BURP domain & (p21745|ea30_vicfa : 107.0) Embryonic abundant protein VF30.1 precursor - Vicia faba (Broad bean) & (reliability: 602.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.a02291.1.p',"'(at2g41430 : 119.0) Encodes hydrophilic protein lacking Cys residues that is expressed in response to drought stress, light stress and treatment with plant-growth-promoting rhizobacteria (Paenibacillus polymyxa), possibly revealing a connection between responses to biotic and abiotic stress. Also identified as a  CTC Interacting Domain (CID) protein in a yeast two hybrid screen using the PAB2 protein as bait. Contains PAM2 like domain which mediates interaction with PABC domain in PAB2.; EARLY RESPONSIVE TO DEHYDRATION 15 (ERD15); FUNCTIONS IN: protein binding; INVOLVED IN: response to water deprivation, response to high light intensity, response to bacterium; LOCATED IN: cytoplasm; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G14270.2). & (reliability: 238.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.d00261.2.p',"'(at1g30360 : 822.0) early-responsive to dehydration 4 (ERD4); INVOLVED IN: response to water deprivation; LOCATED IN: plasma membrane, chloroplast, vacuole, membrane, chloroplast envelope; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G02900.1); Has 1361 Blast hits to 1266 proteins in 197 species: Archae - 0; Bacteria - 0; Metazoa - 183; Fungi - 651; Plants - 396; Viruses - 0; Other Eukaryotes - 131 (source: NCBI BLink). & (gnl|cdd|36349 : 526.0) no description available & (gnl|cdd|35153 : 304.0) no description available & (ipr003864 : 217.61418) Domain of unknown function DUF221 & (reliability: 1644.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.d00261.3.p',"'(at1g30360 : 813.0) early-responsive to dehydration 4 (ERD4); INVOLVED IN: response to water deprivation; LOCATED IN: plasma membrane, chloroplast, vacuole, membrane, chloroplast envelope; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G02900.1); Has 1361 Blast hits to 1266 proteins in 197 species: Archae - 0; Bacteria - 0; Metazoa - 183; Fungi - 651; Plants - 396; Viruses - 0; Other Eukaryotes - 131 (source: NCBI BLink). & (gnl|cdd|36349 : 509.0) no description available & (gnl|cdd|35153 : 289.0) no description available & (ipr003864 : 216.84348) Domain of unknown function DUF221 & (reliability: 1626.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.d00260.1.p',"'(at1g30360 : 830.0) early-responsive to dehydration 4 (ERD4); INVOLVED IN: response to water deprivation; LOCATED IN: plasma membrane, chloroplast, vacuole, membrane, chloroplast envelope; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF221 (InterPro:IPR003864); BEST Arabidopsis thaliana protein match is: ERD (early-responsive to dehydration stress) family protein (TAIR:AT4G02900.1); Has 1361 Blast hits to 1266 proteins in 197 species: Archae - 0; Bacteria - 0; Metazoa - 183; Fungi - 651; Plants - 396; Viruses - 0; Other Eukaryotes - 131 (source: NCBI BLink). & (gnl|cdd|36349 : 487.0) no description available & (gnl|cdd|35153 : 276.0) no description available & (ipr003864 : 188.2242) Domain of unknown function DUF221 & (reliability: 1660.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.f02479.1.p',"'(gnl|cdd|87067 : 320.0) no description available & (at1g13280 : 248.0) Encodes allene oxide cyclase.  One of four genes in Arabidopsis that encode this enzyme, which catalyzes an essential step in jasmonic acid biosynthesis. Gene expression is reduced during senescence, a process that involves jasmonic acid signalling pathway.; allene oxide cyclase 4 (AOC4); FUNCTIONS IN: allene-oxide cyclase activity; INVOLVED IN: jasmonic acid biosynthetic process; LOCATED IN: plasma membrane, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Allene oxide cyclase (InterPro:IPR009410); BEST Arabidopsis thaliana protein match is: allene oxide cyclase 3 (TAIR:AT3G25780.1); Has 204 Blast hits to 204 proteins in 33 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (ipr009410 : 232.84877) Allene oxide cyclase & (reliability: 456.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.k02314.1.p',"'(at1g34130 : 1189.0) Encodes homolog of yeast STT3, a subunit of oligosaccharyltransferase.; staurosporin and temperature sensitive 3-like b (STT3B); FUNCTIONS IN: oligosaccharyl transferase activity; INVOLVED IN: protein amino acid glycosylation; LOCATED IN: endoplasmic reticulum, plasma membrane, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Oligosaccharyl transferase, STT3 subunit (InterPro:IPR003674); BEST Arabidopsis thaliana protein match is: staurosporin and temperature sensitive 3-like A (TAIR:AT5G19690.1); Has 1054 Blast hits to 1026 proteins in 313 species: Archae - 251; Bacteria - 48; Metazoa - 304; Fungi - 138; Plants - 87; Viruses - 0; Other Eukaryotes - 226 (source: NCBI BLink). & (gnl|cdd|37503 : 1124.0) no description available & (gnl|cdd|66228 : 430.0) no description available & (ipr003674 : 344.6458) Oligosaccharyl transferase, STT3 subunit & (reliability: 2378.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.k03461.1.p',"'(at3g62730 : 385.0) unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, LP.02 two leaves visible, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G47980.1); Has 172 Blast hits to 172 proteins in 41 species: Archae - 0; Bacteria - 73; Metazoa - 0; Fungi - 0; Plants - 99; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). & (reliability: 770.0) &  (original description: no original description)'",T
_20.2.3_,'stress.abiotic.drought/salt','eucgr.g02197.1.p',"'(at1g23010 : 825.0) Encodes a protein with multicopper oxidase activity.  Located in ER.  Function together with LPR2 (AT1G71040) and a P5-type ATPase (At5g23630/PDR2) in a common pathway that adjusts root meristem activity to Pi (inorganic phosphate) availability.; Low Phosphate Root1 (LPR1); CONTAINS InterPro DOMAIN/s: Multicopper oxidase, type 3 (InterPro:IPR011707), Multicopper oxidase, type 2 (InterPro:IPR011706), Cupredoxin (InterPro:IPR008972), Multicopper oxidase, type 1 (InterPro:IPR001117); BEST Arabidopsis thaliana protein match is: Cupredoxin superfamily protein (TAIR:AT1G71040.1); Has 3143 Blast hits to 2693 proteins in 814 species: Archae - 12; Bacteria - 2669; Metazoa - 8; Fungi - 64; Plants - 261; Viruses - 0; Other Eukaryotes - 129 (source: NCBI BLink). & (gnl|cdd|32315 : 140.0) no description available & (reliability: 1596.0) &  (original description: no original description)'",T
_20.2.4_,'stress.abiotic.touch/wounding','','',
_20.2.5_,'stress.abiotic.light','eucgr.h04822.1.p',"'(at4g05420 : 1993.0) Structurally similar to damaged DNA binding proteins.DDB1a is part of a 350 KDa nuclear localized DET1 protein complex. This complex may physically interact with histone tails and while bound to chromatin- repress transcription of genes involved in photomorphogenesis.; damaged DNA binding protein 1A (DDB1A); FUNCTIONS IN: protein binding, DNA binding; INVOLVED IN: negative regulation of transcription, negative regulation of photomorphogenesis; LOCATED IN: nucleus, CUL4 RING ubiquitin ligase complex; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat-like-containing domain (InterPro:IPR011046), Cleavage/polyadenylation specificity factor, A subunit, C-terminal (InterPro:IPR004871); BEST Arabidopsis thaliana protein match is: damaged DNA binding protein 1B (TAIR:AT4G21100.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|37108 : 1517.0) no description available & (gnl|cdd|66828 : 346.0) no description available & (ipr004871 : 194.62112) Cleavage/polyadenylation specificity factor, A subunit, C-terminal & (q7xwp1|cpsf1_orysa : 84.3) Probable cleavage and polyadenylation specificity factor 160 kDa subunit (CPSF 160 kDa subunit) - Oryza sativa (Rice) & (reliability: 3986.0) &  (original description: no original description)'",T
_20.2.5_,'stress.abiotic.light','eucgr.h05117.1.p',"'(at5g63860 : 672.0) UV-B-specific signaling component that orchestrates expression of a range of genes with vital UV-protective functions. Located in the nucleus and the cytosol. Associates with chromatin via histones. UV-B light promotes URV8 protein accumulation in the nucleus.; UVB-RESISTANCE 8 (UVR8); FUNCTIONS IN: chromatin binding, guanyl-nucleotide exchange factor activity; INVOLVED IN: response to UV, response to UV-B; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Regulator of chromosome condensation/beta-lactamase-inhibitor protein II (InterPro:IPR009091), Regulator of chromosome condensation, RCC1 (InterPro:IPR000408); BEST Arabidopsis thaliana protein match is: Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain (TAIR:AT5G12350.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (gnl|cdd|34783 : 173.0) no description available & (gnl|cdd|36640 : 143.0) no description available & (reliability: 1344.0) &  (original description: no original description)'",T
_20.2.5_,'stress.abiotic.light','eucgr.f03840.1.p',"'(at1g21640 : 1212.0) Encodes a protein with NAD kinase activity. The protein was also shown to bind calmodulin.; NAD kinase 2 (NADK2); FUNCTIONS IN: NAD+ kinase activity, calmodulin binding; INVOLVED IN: pyridine nucleotide biosynthetic process, metabolic process; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATP-NAD kinase, PpnK-type, alpha/beta (InterPro:IPR017438), ATP-NAD kinase, PpnK-type (InterPro:IPR016064), ATP-NAD/AcoX kinase (InterPro:IPR002504), ATP-NAD kinase, PpnK-type, all-beta (InterPro:IPR017437); BEST Arabidopsis thaliana protein match is: NAD kinase 1 (TAIR:AT3G21070.2). & (q53ni2|nadk2_orysa : 1142.0) Probable NAD kinase 2, chloroplast precursor (EC 2.7.1.23) - Oryza sativa (Rice) & (gnl|cdd|37389 : 385.0) no description available & (gnl|cdd|30410 : 215.0) no description available & (ipr002504 : 130.37189) Inorganic polyphosphate/ATP-NAD kinase, predicted & (reliability: 2424.0) &  (original description: no original description)'",T
_20.2.6_,'stress.abiotic.heavy metals','','',
_20.2.99_,'stress.abiotic.unspecified','eucgr.e03674.1.p',"'(at1g11360 : 202.0) Adenine nucleotide alpha hydrolases-like superfamily protein; INVOLVED IN: response to stress; LOCATED IN: cytosol; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Universal stress protein A (InterPro:IPR006015); BEST Arabidopsis thaliana protein match is: Adenine nucleotide alpha hydrolases-like superfamily protein (TAIR:AT4G27320.1). & (reliability: 404.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.c03347.1.p',"'(at5g20630 : 198.0) Encodes a germin-like protein. Its transcripts are more abundant in RNA from leaves collected in the evening, suggesting some kind of circadian regulation.; germin 3 (GER3); INVOLVED IN: response to cold, peptidyl-cysteine S-nitrosylation; LOCATED IN: extracellular matrix, apoplast, cell wall, nucleus, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: germin-like protein 1 (TAIR:AT1G72610.1); Has 1486 Blast hits to 1484 proteins in 101 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 23; Plants - 1414; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (p45854|glp1_sinal : 195.0) Germin-like protein 1 precursor - Sinapis alba (White mustard) (Brassica hirta) & (gnl|cdd|84597 : 92.7) no description available & (reliability: 396.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.c03536.1.p',"'(q9zra4|ab19a_prupe : 221.0) Auxin-binding protein ABP19a precursor - Prunus persica (Peach) & (at5g20630 : 204.0) Encodes a germin-like protein. Its transcripts are more abundant in RNA from leaves collected in the evening, suggesting some kind of circadian regulation.; germin 3 (GER3); INVOLVED IN: response to cold, peptidyl-cysteine S-nitrosylation; LOCATED IN: extracellular matrix, apoplast, cell wall, nucleus, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: germin-like protein 1 (TAIR:AT1G72610.1); Has 1486 Blast hits to 1484 proteins in 101 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 23; Plants - 1414; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (reliability: 408.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.c03488.1.p',"'(q9zra4|ab19a_prupe : 196.0) Auxin-binding protein ABP19a precursor - Prunus persica (Peach) & (at5g20630 : 179.0) Encodes a germin-like protein. Its transcripts are more abundant in RNA from leaves collected in the evening, suggesting some kind of circadian regulation.; germin 3 (GER3); INVOLVED IN: response to cold, peptidyl-cysteine S-nitrosylation; LOCATED IN: extracellular matrix, apoplast, cell wall, nucleus, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: germin-like protein 1 (TAIR:AT1G72610.1); Has 1486 Blast hits to 1484 proteins in 101 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 23; Plants - 1414; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (reliability: 358.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.c03537.1.p',"'(q9zra4|ab19a_prupe : 270.0) Auxin-binding protein ABP19a precursor - Prunus persica (Peach) & (at5g20630 : 265.0) Encodes a germin-like protein. Its transcripts are more abundant in RNA from leaves collected in the evening, suggesting some kind of circadian regulation.; germin 3 (GER3); INVOLVED IN: response to cold, peptidyl-cysteine S-nitrosylation; LOCATED IN: extracellular matrix, apoplast, cell wall, nucleus, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: germin-like protein 1 (TAIR:AT1G72610.1); Has 1486 Blast hits to 1484 proteins in 101 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 23; Plants - 1414; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (gnl|cdd|84597 : 96.9) no description available & (reliability: 530.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.c03337.1.p',"'(q9zra4|ab19a_prupe : 245.0) Auxin-binding protein ABP19a precursor - Prunus persica (Peach) & (at5g20630 : 233.0) Encodes a germin-like protein. Its transcripts are more abundant in RNA from leaves collected in the evening, suggesting some kind of circadian regulation.; germin 3 (GER3); INVOLVED IN: response to cold, peptidyl-cysteine S-nitrosylation; LOCATED IN: extracellular matrix, apoplast, cell wall, nucleus, plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: germin-like protein 1 (TAIR:AT1G72610.1); Has 1486 Blast hits to 1484 proteins in 101 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 23; Plants - 1414; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink). & (gnl|cdd|84597 : 93.4) no description available & (reliability: 466.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.l02818.1.p',"'(at3g05950 : 268.0) RmlC-like cupins superfamily protein; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: sperm cell, male gametophyte, root, flower, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: RmlC-like cupins superfamily protein (TAIR:AT3G04200.1); Has 1545 Blast hits to 1539 proteins in 111 species: Archae - 0; Bacteria - 53; Metazoa - 0; Fungi - 32; Plants - 1447; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink). & (p45852|glp1_mescr : 223.0) Germin-like protein precursor - Mesembryanthemum crystallinum (Common ice plant) & (gnl|cdd|84597 : 121.0) no description available & (reliability: 536.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.l02343.1.p',"'(at3g05950 : 281.0) RmlC-like cupins superfamily protein; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: sperm cell, male gametophyte, root, flower, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929), Germin, manganese binding site (InterPro:IPR019780); BEST Arabidopsis thaliana protein match is: RmlC-like cupins superfamily protein (TAIR:AT3G04200.1); Has 1545 Blast hits to 1539 proteins in 111 species: Archae - 0; Bacteria - 53; Metazoa - 0; Fungi - 32; Plants - 1447; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink). & (p45852|glp1_mescr : 219.0) Germin-like protein precursor - Mesembryanthemum crystallinum (Common ice plant) & (gnl|cdd|84597 : 116.0) no description available & (reliability: 562.0) &  (original description: no original description)'",T
_20.2.99_,'stress.abiotic.unspecified','eucgr.h01151.1.p',"'(at2g47710 : 194.0) Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to stress; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Universal stress protein A (InterPro:IPR006015); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G49050.1); Has 2830 Blast hits to 2747 proteins in 619 species: Archae - 112; Bacteria - 1833; Metazoa - 129; Fungi - 32; Plants - 667; Viruses - 0; Other Eukaryotes - 57 (source: NCBI BLink). & (reliability: 388.0) &  (original description: no original description)'",T
