BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'17.1.2.1.29'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27a component'	'eucgr.b03309.1.p'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27a component (original description: none)'	T
'17.1.2.1.30'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS28 component'	'eucgr.e00080.1.p'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS28 component (original description: none)'	T
'17.1.2.1.31'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS29 component'	'eucgr.f02264.1.p'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS29 component (original description: none)'	T
'17.1.2.1.32'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS30 component'	''	''	
'17.1.2.1.33'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RACK1 associated component'	'eucgr.b00856.1.p'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RACK1 associated component (original description: none)'	T
'17.1.2.2'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome'	''	''	
'17.1.2.2.1'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Rrp9/YAO1 assembly factor'	''	''	
'17.1.2.2.2'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Imp3 assembly factor'	''	''	
'17.1.2.2.3'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Imp4 assembly factor'	''	''	
'17.1.2.2.4'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Mpp10 assembly factor'	''	''	
'17.1.2.2.5'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Sof1 assembly factor'	''	''	
'17.1.2.2.6'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP4/PCN assembly factor'	''	''	
'17.1.2.2.7'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP10 assembly factor'	''	''	
'17.1.2.2.8'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP12 assembly factor'	''	''	
'17.1.2.2.9'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.TOZ assembly factor'	''	''	
'17.1.2.2.10'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.NOB1 endonuclease'	''	''	
'17.1.2.2.11'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.ENP1 assembly factor'	''	''	
'17.1.2.2.12'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.PWP2/UTP1 assembly factor'	''	''	
'17.1.2.2.13'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.RRP5 assembly factor'	''	''	
'17.1.2.2.14'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP2/NOP14 assembly factor'	''	''	
'17.1.2.2.15'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UPT6 assembly factor'	''	''	
'17.1.2.2.16'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP7 assembly factor'	''	''	
'17.1.2.2.17'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP14 assembly factor'	''	''	
'17.1.2.2.18'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP11 assembly factor'	''	''	
'17.1.2.2.19'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.NOC4 assembly factor'	''	''	
'17.1.2.2.20'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.SWA1 assembly factor'	''	''	
'17.1.2.2.21'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.SWA3/RH36 assembly factor'	''	''	
'17.1.2.2.22'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export'	''	''	
'17.1.2.2.22.1'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Ltv1 export factor'	''	''	
'17.1.2.2.22.2'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Dim2 export factor'	''	''	
'17.1.2.2.22.3'	'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Rio2 kinase'	''	''	
'17.2'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities'	''	''	
'17.2.1'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase'	'eucgr.j00856.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase (original description: none)'	T
'17.2.1'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase'	'eucgr.i01492.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase (original description: none)'	T
'17.2.2'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.arginine-tRNA ligase'	'eucgr.c03716.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.arginine-tRNA ligase (original description: none)'	T
'17.2.3'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase'	'eucgr.c00933.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase (original description: none)'	T
'17.2.3'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase'	'eucgr.d02080.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase (original description: none)'	T
'17.2.4'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase'	'eucgr.i02505.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase (original description: none)'	T
'17.2.4'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase'	'eucgr.k02027.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase (original description: none)'	T
'17.2.5'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.cysteine-tRNA ligase'	'eucgr.l02575.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.cysteine-tRNA ligase (original description: none)'	T
'17.2.6'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamine-tRNA ligase'	'eucgr.b03004.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamine-tRNA ligase (original description: none)'	T
'17.2.7'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase'	'eucgr.h01345.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase (original description: none)'	T
'17.2.7'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase'	'eucgr.h05005.2.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase (original description: none)'	T
'17.2.8'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex'	''	''	
'17.2.8.1'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatA component'	'eucgr.k01190.2.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatA component (original description: none)'	T
'17.2.8.2'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatB component'	'eucgr.h02859.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatB component (original description: none)'	T
'17.2.8.3'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatC component'	''	''	
'17.2.9'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase'	'eucgr.h04784.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase (original description: none)'	T
'17.2.9'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase'	'eucgr.g01975.2.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase (original description: none)'	T
'17.2.10'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase'	'eucgr.f02946.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase (original description: none)'	T
'17.2.10'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase'	'eucgr.k02931.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase (original description: none)'	T
'17.2.11'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.isoleucine-tRNA ligase'	'eucgr.h03916.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.isoleucine-tRNA ligase (original description: none)'	T
'17.2.12'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase'	'eucgr.e03997.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase (original description: none)'	T
'17.2.12'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase'	'eucgr.h01506.2.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase (original description: none)'	T
'17.2.13'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase'	'eucgr.j01764.3.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase (original description: none)'	T
'17.2.13'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase'	'eucgr.c00141.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase (original description: none)'	T
'17.2.14'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase'	'eucgr.j00041.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase (original description: none)'	T
'17.2.14'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase'	'eucgr.h00043.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase (original description: none)'	T
'17.2.15'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase'	'eucgr.c02393.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase (original description: none)'	T
'17.2.16'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex'	''	''	
'17.2.16.1'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.alpha subunit'	''	''	
'17.2.16.2'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.beta subunit'	'eucgr.b02012.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.beta subunit (original description: none)'	T
'17.2.17'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase'	'eucgr.j00690.3.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)'	T
'17.2.17'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase'	'eucgr.a02753.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)'	T
'17.2.17'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase'	'eucgr.k00563.2.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)'	T
'17.2.18'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase'	'eucgr.h04482.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase (original description: none)'	T
'17.2.18'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase'	'eucgr.f00372.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase (original description: none)'	T
'17.2.19'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase'	'eucgr.a01066.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)'	T
'17.2.19'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase'	'eucgr.a01064.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)'	T
'17.2.19'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase'	'eucgr.b03357.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)'	T
'17.2.20'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tryptophan-tRNA ligase'	'eucgr.b01628.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tryptophan-tRNA ligase (original description: none)'	T
'17.2.21'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase'	'eucgr.i01565.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase (original description: none)'	T
'17.2.21'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase'	'eucgr.k00934.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase (original description: none)'	T
'17.2.22'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase'	'eucgr.f02848.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase (original description: none)'	T
'17.2.22'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase'	'eucgr.f04425.1.p'	'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase (original description: none)'	T
'17.3'	'Protein biosynthesis.translation initiation'	''	''	
'17.3.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC)'	''	''	
'17.3.1.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1 PIC assembly factor'	'eucgr.k00804.2.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1 PIC assembly factor (original description: none)'	T
'17.3.1.2'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1A PIC assembly factor'	''	''	
'17.3.1.3'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex'	''	''	
'17.3.1.3.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-alpha component'	'eucgr.g03085.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-alpha component (original description: none)'	T
'17.3.1.3.2'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.phosphorylation of eIF2-alpha'	''	''	
'17.3.1.3.2.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.phosphorylation of eIF2-alpha.kinase (GCN2)'	''	''	
'17.3.1.3.3'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-beta component'	'eucgr.i02078.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-beta component (original description: none)'	T
'17.3.1.3.4'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-gamma component'	'eucgr.h03938.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-gamma component (original description: none)'	T
'17.3.1.4'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2A factor'	''	''	
'17.3.1.5'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex'	''	''	
'17.3.1.5.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-alpha'	''	''	
'17.3.1.5.2'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-beta'	''	''	
'17.3.1.5.3'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-gamma'	''	''	
'17.3.1.5.4'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-delta'	''	''	
'17.3.1.5.5'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-epsilon'	''	''	
'17.3.1.6'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex'	''	''	
'17.3.1.6.1'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3a component'	'eucgr.h03271.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3a component (original description: none)'	T
'17.3.1.6.2'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3b component'	'eucgr.j02249.4.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3b component (original description: none)'	T
'17.3.1.6.3'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3c component'	''	''	
'17.3.1.6.4'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3d component'	'eucgr.d00614.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3d component (original description: none)'	T
'17.3.1.6.5'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3e component'	'eucgr.a02306.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3e component (original description: none)'	T
'17.3.1.6.6'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3f component'	'eucgr.b02106.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3f component (original description: none)'	T
'17.3.1.6.7'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3g component'	'eucgr.g02987.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3g component (original description: none)'	T
'17.3.1.6.8'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3h component'	'eucgr.h00462.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3h component (original description: none)'	T
'17.3.1.6.9'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3i component'	'eucgr.f02830.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3i component (original description: none)'	T
'17.3.1.6.10'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3j component'	''	''	
'17.3.1.6.11'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3k component'	'eucgr.l02230.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3k component (original description: none)'	T
'17.3.1.6.12'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3l component'	'eucgr.c02897.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3l component (original description: none)'	T
'17.3.1.6.13'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3m component'	'eucgr.i02041.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3m component (original description: none)'	T
'17.3.1.7'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF5 GTPase activating factor'	''	''	
'17.3.1.8'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF5C eIF2-regulating factor'	'eucgr.h01394.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF5C eIF2-regulating factor (original description: none)'	T
'17.3.1.8'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF5C eIF2-regulating factor'	'eucgr.b01418.1.p'	'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF5C eIF2-regulating factor (original description: none)'	T
'17.3.2'	'Protein biosynthesis.translation initiation.mRNA loading'	''	''	
'17.3.2.1'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4A mRNA unwinding factor'	'eucgr.j02842.1.p'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4A mRNA unwinding factor (original description: none)'	T
'17.3.2.1'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4A mRNA unwinding factor'	'eucgr.c03418.1.p'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4A mRNA unwinding factor (original description: none)'	T
'17.3.2.2'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4B mRNA unwinding factor'	''	''	
'17.3.2.3'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4F mRNA unwinding complex'	''	''	
'17.3.2.3.1'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4F mRNA unwinding complex.eIF4E component'	''	''	
'17.3.2.3.2'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4F mRNA unwinding complex.eIF4G component'	'eucgr.e01663.3.p'	'Protein biosynthesis.translation initiation.mRNA loading.eIF4F mRNA unwinding complex.eIF4G component (original description: none)'	T
'17.3.2.4'	'Protein biosynthesis.translation initiation.mRNA loading.eIF-iso4F unwinding complex'	''	''	
'17.3.2.4.1'	'Protein biosynthesis.translation initiation.mRNA loading.eIF-iso4F unwinding complex.eIF-iso4E component'	'eucgr.h02962.1.p'	'Protein biosynthesis.translation initiation.mRNA loading.eIF-iso4F unwinding complex.eIF-iso4E component (original description: none)'	T
'17.3.2.4.2'	'Protein biosynthesis.translation initiation.mRNA loading.eIF-iso4F unwinding complex.eIF-iso4G component'	'eucgr.c00247.2.p'	'Protein biosynthesis.translation initiation.mRNA loading.eIF-iso4F unwinding complex.eIF-iso4G component (original description: none)'	T
'17.3.2.5'	'Protein biosynthesis.translation initiation.mRNA loading.PABP mRNA poly-A-tail binding factor'	'eucgr.i01129.1.p'	'Protein biosynthesis.translation initiation.mRNA loading.PABP mRNA poly-A-tail binding factor (original description: none)'	T
'17.3.2.6'	'Protein biosynthesis.translation initiation.mRNA loading.4EHP RNA-cap-binding factor'	''	''	
'17.3.3'	'Protein biosynthesis.translation initiation.eIF5B Met-tRNA positioning factor'	''	''	
'17.3.4'	'Protein biosynthesis.translation initiation.eIF6 ribosome assembly factor'	'eucgr.j02556.2.p'	'Protein biosynthesis.translation initiation.eIF6 ribosome assembly factor (original description: none)'	T
'17.4'	'Protein biosynthesis.translation elongation'	''	''	
'17.4.1'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor'	'eucgr.j01121.1.p'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor (original description: none)'	T
'17.4.1'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor'	'eucgr.j01112.1.p'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor (original description: none)'	T
'17.4.1'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor'	'eucgr.b02473.1.p'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor (original description: none)'	T
'17.4.1'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor'	'eucgr.g02807.1.p'	'Protein biosynthesis.translation elongation.eEF1A aminoacyl-tRNA binding factor (original description: none)'	T
'17.4.2'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex'	''	''	
'17.4.2.1'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-beta/-delta component'	'eucgr.j00657.1.p'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-beta/-delta component (original description: none)'	T
'17.4.2.1'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-beta/-delta component'	'eucgr.h03140.1.p'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-beta/-delta component (original description: none)'	T
'17.4.2.2'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-gamma component'	'eucgr.i02782.1.p'	'Protein biosynthesis.translation elongation.eEF1B eEF1A-GDP-recycling complex.eEF1B-gamma component (original description: none)'	T
'17.4.3'	'Protein biosynthesis.translation elongation.eEF2 mRNA-translocation factor'	'eucgr.f01462.2.p'	'Protein biosynthesis.translation elongation.eEF2 mRNA-translocation factor (original description: none)'	T
'17.4.4'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2'	''	''	
'17.4.4.1'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH1 diphthamide synthesis protein'	''	''	
'17.4.4.2'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH2 diphthamide synthesis protein'	''	''	
'17.4.4.3'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH3 diphthamide synthesis chaperone'	''	''	
'17.4.4.4'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH4 diphthamide synthesis co-chaperone'	''	''	
'17.4.4.5'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH5 diphthine methyl ester synthase'	''	''	
'17.4.4.6'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH6 diphthamide synthetase'	''	''	
'17.4.4.7'	'Protein biosynthesis.translation elongation.diphthamide-modification of eEF2.DPH7 diphthine amidation accessory protein'	''	''	
'17.4.5'	'Protein biosynthesis.translation elongation.eEF5(eIF5A) poly-P/G elongation factor'	'eucgr.c00350.1.p'	'Protein biosynthesis.translation elongation.eEF5(eIF5A) poly-P/G elongation factor (original description: none)'	T
'17.4.5'	'Protein biosynthesis.translation elongation.eEF5(eIF5A) poly-P/G elongation factor'	'eucgr.b00553.1.p'	'Protein biosynthesis.translation elongation.eEF5(eIF5A) poly-P/G elongation factor (original description: none)'	T
