BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_17.1.2.1.4_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS3a component','eucgr.b01030.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS3a component (original description: none)',T
_17.1.2.1.5_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component','eucgr.h02737.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component (original description: none)',T
_17.1.2.1.5_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component','eucgr.a00608.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component (original description: none)',T
_17.1.2.1.5_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component','eucgr.k02962.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS4 component (original description: none)',T
_17.1.2.1.6_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS5 component','eucgr.a02519.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS5 component (original description: none)',T
_17.1.2.1.7_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS6 component','eucgr.f00368.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS6 component (original description: none)',T
_17.1.2.1.8_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS7 component','eucgr.f02497.3.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS7 component (original description: none)',T
_17.1.2.1.8_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS7 component','eucgr.b00732.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS7 component (original description: none)',T
_17.1.2.1.9_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS8 component','eucgr.f00627.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS8 component (original description: none)',T
_17.1.2.1.10_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS9 component','','',
_17.1.2.1.11_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS10 component','eucgr.e00655.4.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS10 component (original description: none)',T
_17.1.2.1.12_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS11 component','eucgr.j00035.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS11 component (original description: none)',T
_17.1.2.1.13_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS12 component','eucgr.c00361.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS12 component (original description: none)',T
_17.1.2.1.13_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS12 component','eucgr.a00781.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS12 component (original description: none)',T
_17.1.2.1.14_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS13 component','eucgr.d02462.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS13 component (original description: none)',T
_17.1.2.1.15_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS14 component','eucgr.d02508.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS14 component (original description: none)',T
_17.1.2.1.15_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS14 component','eucgr.d00301.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS14 component (original description: none)',T
_17.1.2.1.16_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS15 component','eucgr.j01562.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS15 component (original description: none)',T
_17.1.2.1.17_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS15a component','eucgr.g02917.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS15a component (original description: none)',T
_17.1.2.1.18_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS16 component','eucgr.i01133.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS16 component (original description: none)',T
_17.1.2.1.19_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS17 component','eucgr.g02685.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS17 component (original description: none)',T
_17.1.2.1.20_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS18 component','eucgr.e03299.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS18 component (original description: none)',T
_17.1.2.1.20_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS18 component','eucgr.f04189.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS18 component (original description: none)',T
_17.1.2.1.21_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS19 component','eucgr.i02024.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS19 component (original description: none)',T
_17.1.2.1.21_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS19 component','eucgr.k02508.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS19 component (original description: none)',T
_17.1.2.1.22_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS20 component','eucgr.k03281.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS20 component (original description: none)',T
_17.1.2.1.23_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS21 component','eucgr.h04516.4.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS21 component (original description: none)',T
_17.1.2.1.24_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS23 component','eucgr.k03211.2.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS23 component (original description: none)',T
_17.1.2.1.25_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS24 component','eucgr.h04387.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS24 component (original description: none)',T
_17.1.2.1.26_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS25 component','eucgr.i01282.3.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS25 component (original description: none)',T
_17.1.2.1.26_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS25 component','eucgr.g02690.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS25 component (original description: none)',T
_17.1.2.1.27_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS26 component','eucgr.j00125.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS26 component (original description: none)',T
_17.1.2.1.27_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS26 component','eucgr.g03131.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS26 component (original description: none)',T
_17.1.2.1.28_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27 component','eucgr.e03676.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27 component (original description: none)',T
_17.1.2.1.29_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27a component','eucgr.b03309.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS27a component (original description: none)',T
_17.1.2.1.30_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS28 component','eucgr.e00080.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS28 component (original description: none)',T
_17.1.2.1.31_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS29 component','eucgr.f02264.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS29 component (original description: none)',T
_17.1.2.1.32_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RPS30 component','','',
_17.1.2.1.33_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RACK1 associated component','eucgr.b00856.1.p','Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU proteome.RACK1 associated component (original description: none)',T
_17.1.2.2_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome','','',
_17.1.2.2.1_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Rrp9/YAO1 assembly factor','','',
_17.1.2.2.2_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Imp3 assembly factor','','',
_17.1.2.2.3_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Imp4 assembly factor','','',
_17.1.2.2.4_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Mpp10 assembly factor','','',
_17.1.2.2.5_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.Sof1 assembly factor','','',
_17.1.2.2.6_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP4/PCN assembly factor','','',
_17.1.2.2.7_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP10 assembly factor','','',
_17.1.2.2.8_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP12 assembly factor','','',
_17.1.2.2.9_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.TOZ assembly factor','','',
_17.1.2.2.10_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.NOB1 endonuclease','','',
_17.1.2.2.11_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.ENP1 assembly factor','','',
_17.1.2.2.12_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.PWP2/UTP1 assembly factor','','',
_17.1.2.2.13_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.RRP5 assembly factor','','',
_17.1.2.2.14_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP2/NOP14 assembly factor','','',
_17.1.2.2.15_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UPT6 assembly factor','','',
_17.1.2.2.16_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP7 assembly factor','','',
_17.1.2.2.17_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP14 assembly factor','','',
_17.1.2.2.18_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.UTP11 assembly factor','','',
_17.1.2.2.19_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.NOC4 assembly factor','','',
_17.1.2.2.20_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.SWA1 assembly factor','','',
_17.1.2.2.21_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.SWA3/RH36 assembly factor','','',
_17.1.2.2.22_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export','','',
_17.1.2.2.22.1_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Ltv1 export factor','','',
_17.1.2.2.22.2_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Dim2 export factor','','',
_17.1.2.2.22.3_,'Protein biosynthesis.cytosolic ribosome.small subunit (SSU).SSU processome.pre-40S subunit nuclear export.Rio2 kinase','','',
_17.2_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities','','',
_17.2.1_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase','eucgr.j00856.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase (original description: none)',T
_17.2.1_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase','eucgr.i01492.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.alanine-tRNA ligase (original description: none)',T
_17.2.2_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.arginine-tRNA ligase','eucgr.c03716.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.arginine-tRNA ligase (original description: none)',T
_17.2.3_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase','eucgr.c00933.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase (original description: none)',T
_17.2.3_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase','eucgr.d02080.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.asparagine-tRNA ligase (original description: none)',T
_17.2.4_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase','eucgr.i02505.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase (original description: none)',T
_17.2.4_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase','eucgr.k02027.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.aspartate-tRNA ligase (original description: none)',T
_17.2.5_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.cysteine-tRNA ligase','eucgr.l02575.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.cysteine-tRNA ligase (original description: none)',T
_17.2.6_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamine-tRNA ligase','eucgr.b03004.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamine-tRNA ligase (original description: none)',T
_17.2.7_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase','eucgr.h01345.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase (original description: none)',T
_17.2.7_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase','eucgr.h05005.2.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamate-tRNA ligase (original description: none)',T
_17.2.8_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex','','',
_17.2.8.1_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatA component','eucgr.k01190.2.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatA component (original description: none)',T
_17.2.8.2_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatB component','eucgr.h02859.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatB component (original description: none)',T
_17.2.8.3_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glutamyl-tRNA-dependent amidotransferase complex.GatC component','','',
_17.2.9_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase','eucgr.h04784.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase (original description: none)',T
_17.2.9_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase','eucgr.g01975.2.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.glycine-tRNA ligase (original description: none)',T
_17.2.10_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase','eucgr.f02946.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase (original description: none)',T
_17.2.10_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase','eucgr.k02931.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.histidine-tRNA ligase (original description: none)',T
_17.2.11_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.isoleucine-tRNA ligase','eucgr.h03916.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.isoleucine-tRNA ligase (original description: none)',T
_17.2.12_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase','eucgr.e03997.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase (original description: none)',T
_17.2.12_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase','eucgr.h01506.2.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.leucine-tRNA ligase (original description: none)',T
_17.2.13_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase','eucgr.j01764.3.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase (original description: none)',T
_17.2.13_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase','eucgr.c00141.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.lysine-tRNA ligase (original description: none)',T
_17.2.14_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase','eucgr.j00041.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase (original description: none)',T
_17.2.14_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase','eucgr.h00043.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.methionine-tRNA ligase (original description: none)',T
_17.2.15_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase','eucgr.c02393.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase (original description: none)',T
_17.2.16_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex','','',
_17.2.16.1_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.alpha subunit','','',
_17.2.16.2_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.beta subunit','eucgr.b02012.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.phenylalanine-tRNA ligase complex.beta subunit (original description: none)',T
_17.2.17_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase','eucgr.j00690.3.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)',T
_17.2.17_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase','eucgr.a02753.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)',T
_17.2.17_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase','eucgr.k00563.2.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.proline-tRNA ligase (original description: none)',T
_17.2.18_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase','eucgr.h04482.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase (original description: none)',T
_17.2.18_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase','eucgr.f00372.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.serine-tRNA ligase (original description: none)',T
_17.2.19_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase','eucgr.a01066.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)',T
_17.2.19_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase','eucgr.a01064.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)',T
_17.2.19_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase','eucgr.b03357.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.threonine-tRNA ligase (original description: none)',T
_17.2.20_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tryptophan-tRNA ligase','eucgr.b01628.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.tryptophan-tRNA ligase (original description: none)',T
_17.2.21_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase','eucgr.i01565.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase (original description: none)',T
_17.2.21_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase','eucgr.k00934.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.tyrosine-tRNA ligase (original description: none)',T
_17.2.22_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase','eucgr.f02848.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase (original description: none)',T
_17.2.22_,'Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase','eucgr.f04425.1.p','Protein biosynthesis.aminoacyl-tRNA synthetase activities.valine-tRNA ligase (original description: none)',T
_17.3_,'Protein biosynthesis.translation initiation','','',
_17.3.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC)','','',
_17.3.1.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1 PIC assembly factor','eucgr.k00804.2.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1 PIC assembly factor (original description: none)',T
_17.3.1.2_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF1A PIC assembly factor','','',
_17.3.1.3_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex','','',
_17.3.1.3.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-alpha component','eucgr.g03085.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-alpha component (original description: none)',T
_17.3.1.3.2_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.phosphorylation of eIF2-alpha','','',
_17.3.1.3.2.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.phosphorylation of eIF2-alpha.kinase (GCN2)','','',
_17.3.1.3.3_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-beta component','eucgr.i02078.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-beta component (original description: none)',T
_17.3.1.3.4_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-gamma component','eucgr.h03938.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2 Met-tRNA binding factor complex.eIF2-gamma component (original description: none)',T
_17.3.1.4_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2A factor','','',
_17.3.1.5_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex','','',
_17.3.1.5.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-alpha','','',
_17.3.1.5.2_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-beta','','',
_17.3.1.5.3_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-gamma','','',
_17.3.1.5.4_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-delta','','',
_17.3.1.5.5_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF2B eIF2-GDP recycling complex.eIF2B-epsilon','','',
_17.3.1.6_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex','','',
_17.3.1.6.1_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3a component','eucgr.h03271.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3a component (original description: none)',T
_17.3.1.6.2_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3b component','eucgr.j02249.4.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3b component (original description: none)',T
_17.3.1.6.3_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3c component','','',
_17.3.1.6.4_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3d component','eucgr.d00614.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3d component (original description: none)',T
_17.3.1.6.5_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3e component','eucgr.a02306.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3e component (original description: none)',T
_17.3.1.6.6_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3f component','eucgr.b02106.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3f component (original description: none)',T
_17.3.1.6.7_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3g component','eucgr.g02987.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3g component (original description: none)',T
_17.3.1.6.8_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3h component','eucgr.h00462.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3h component (original description: none)',T
_17.3.1.6.9_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3i component','eucgr.f02830.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3i component (original description: none)',T
_17.3.1.6.10_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3j component','','',
_17.3.1.6.11_,'Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3k component','eucgr.l02230.1.p','Protein biosynthesis.translation initiation.pre-initiation complex (PIC).eIF3 mRNA-to-PIC binding complex.eIF3k component (original description: none)',T
